id;lang;name;short_description;slug;meta_title;meta_description;og_title;og_description;intro_text;og_image_alt;og_image_url
18;es;Calculadoras de Trigonometría;Calcule seno, coseno, tangente y ángulos con gráficos para resultados exactos.;trigonometria;Calculadoras de Trigonometría | Seno, Coseno y Tangente;Calculadoras de trigonometría online para seno, coseno, tangente, cotangente, secante, cosecante y sus funciones inversas (arco). Genere gráficos fácilmente.;Calculadoras de Trigonometría y Funciones Inversas;Visualice y calcule funciones trigonométricas: seno, coseno, tangente, cotangente y sus inversas. Incluye gráficos, tablas y calculadora de razones.;Las calculadoras de trigonometría le permiten resolver ángulos, razones y funciones rápidamente. Perfecto para estudiantes y educadores que necesitan soluciones paso a paso.;Calculadoras de trigonometría: gráficos, razones, seno, coseno;trigonometria-es.png
18;fr;Calculatrices Trigonométrie;Calculez sinus, cosinus, tangente et angles avec graphiques pour être précis.;trigonometrie;Calculatrices Trigonométrie | Sinus, Cosinus, Tangente & Arcs;Calculatrices de trigonométrie en ligne pour sinus, cosinus, tangente, cotangente, sécante, cosécante et leurs fonctions inverses. Générez des graphiques facilement.;Calculatrices Trigonométrie pour Fonctions et Angles;Visualisez et calculez les fonctions trigonométriques : sinus, cosinus, tangente, cotangente et leurs inverses. Comprend des graphiques et des tableaux de valeurs.;Les calculatrices de trigonométrie vous permettent de résoudre rapidement les problèmes d'angles et de fonctions. Parfait pour les étudiants et les professeurs.;Calculatrices de trigonométrie : graphiques, ratios, sinus, cosinus;trigonometrie-fr.png
18;it;Calcolatori Trigonometria;Calcola seno, coseno, tangente e angoli con grafici per risultati precisi.;trigonometria;Calcolatori Trigonometria | Seno, Coseno, Tangente & Inverse;Calcolatori di trigonometria online per seno, coseno, tangente, cotangente, secante, cosecante e le loro funzioni inverse. Genera grafici e calcola angoli.;Calcolatori Trigonometria per Funzioni e Grafici;Visualizza e calcola funzioni trigonometriche: seno, coseno, tangente, cotangente e le loro inverse. Include grafici, tabelle e calcolatori di rapporti.;I calcolatori di trigonometria ti permettono di risolvere angoli, rapporti e funzioni rapidamente. Perfetto per studenti ed educatori che necessitano di calcoli precisi.;Calcolatori di trigonometria: grafici, rapporti, seno, coseno;trigonometria-it.png
18;pl;Kalkulatory Trygonometryczne;Obliczaj sinus, cosinus, tangens i kąty z wykresami dla dokładnych wyników.;trygonometria;Kalkulatory Trygonometryczne | Sinus, Cosinus, Tangens;Kalkulatory trygonometryczne online: sinus, cosinus, tangens, cotangens, secans, cosecans oraz funkcje cyklometryczne (odwrotne). Generuj wykresy funkcji.;Kalkulatory Trygonometryczne: Funkcje i Wykresy;Obliczaj i wizualizuj funkcje trygonometryczne: sinus, cosinus, tangens, cotangens i funkcje odwrotne. Zawiera wykresy, tabele i kalkulatory kątów.;Kalkulatory trygonometryczne pozwalają szybko rozwiązywać zadania z kątami i funkcjami. Idealne dla uczniów i nauczycieli potrzebujących dokładnych obliczeń i wykresów.;Kalkulatory trygonometryczne: wykresy, stosunki, sinus, cosinus;trygonometria-pl.png
18;lv;Trigonometrijas kalkulatori;Aprēķiniet sinusu, kosinusu, tangensu un leņķus ar grafikiem precīziem datiem.;trigonometrija;Trigonometrijas kalkulatori | Sinuss, kosinuss, tangenss;Tiešsaistes trigonometrijas kalkulatori sinusam, kosinusam, tangensam, kotangensam, sekantam, kosekantam un to inversajām funkcijām. Veidojiet grafikus.;Trigonometrijas kalkulatori funkcijām un leņķiem;Vizualizējiet un aprēķiniet trigonometriskās funkcijas: sinusu, kosinusu, tangensu, kotangensu un to inversās vērtības. Ietver grafikus un tabulas.;Trigonometrijas kalkulatori palīdz ātri atrisināt leņķu, attiecību un funkciju uzdevumus. Lieliski piemēroti skolēniem, skolotājiem un precīziem aprēķiniem.;Trigonometrijas kalkulatori: grafiki, attiecības, sinuss, kosinuss;trigonometrija-lv.png
19;en;Physics Calculators;Calculate motion, optics, heat, and circuits for solving complex physics tasks.;physics;Physics Calculators | Motion, Circuits, Heat & Waves;Online physics calculators for projectile motion, optics, circuits, heat transfer, and Doppler effect. Solve physics problems quickly with step-by-step solutions.;Physics Calculators for Motion, Optics, Circuits & Heat;Calculate projectile motion, image distance, magnification, circuit time constants, charge curves, heat transfer, and observed frequency shifts online. Easy-to-use physics calculators for students and professionals.;Physics Calculators provide tools for solving key physics problems. Quickly calculate projectile motion, optics, circuits, heat transfer, and wave phenomena with step-by-step explanations and practical results.;Physics calculators: motion, circuits, optics, heat, waves.;physics-en.png
19;ru;Физика;Расчет движения, оптики, тепла и электрических цепей для решения задач физики.;fizika;Калькуляторы физики;Движение, цепи, тепло и волны;Калькуляторы физики для движения тел, оптики, электрических цепей и теплообмена;Рассчитайте движение снарядов, расстояние до изображения, увеличение, постоянные времени цепей, кривые зарядов, теплообмен и смещения частоты Доплера онлайн. Простые в использовании калькуляторы для студентов и специалистов;Калькуляторы физики помогают решать ключевые задачи: быстро вычисляйте движение тел, оптику, цепи, теплообмен и волновые явления с пошаговыми решениями и практическими результатами.;Калькуляторы физики: движение, цепи, оптика, тепло, волны;fizika-ru.png
19;de;Physik Rechner;Lösen Sie Aufgaben zu Bewegung, Optik, Wärme und Schaltkreisen in der Physik.;physik-rechner;Physik Rechner | Bewegung, Optik, Schaltkreise & Wärme;Online-Physikrechner für Wurfparabeln (Schiefer Wurf), Optik, elektrische Schaltkreise, Wärmeübertragung und Doppler-Effekt. Schritt-für-Schritt-Lösungen.;Physik Rechner für Mechanik, Optik & Elektrotechnik;Berechnen Sie Wurfparabeln, Bildweiten, Vergrößerung, Zeitkonstanten von Schaltkreisen, Ladekurven, Wärme und Frequenzverschiebungen online.;Physik-Rechner bieten Tools zum Lösen wichtiger physikalischer Aufgaben. Berechnen Sie schnell Wurfparabeln, Optik, Schaltkreise, Wärmeübertragung und Wellenphänomene.;Physik-Rechner: Bewegung, Schaltkreise, Optik, Wärme, Wellen;physik-rechner-de.png
19;es;Calculadoras de Física;Calcule movimiento, óptica, calor y circuitos para resolver tareas de física.;fisica;Calculadoras de Física | Movimiento, Circuitos, Calor y Ondas;Calculadoras de física online para tiro parabólico, óptica, circuitos eléctricos, transferencia de calor y efecto Doppler. Soluciones paso a paso.;Calculadoras de Física: Mecánica, Óptica y Electricidad;Calcule el movimiento de proyectiles, distancia de imagen, aumento, constantes de tiempo de circuitos, curvas de carga y cambios de frecuencia observados.;Las calculadoras de física proporcionan herramientas para resolver problemas clave. Calcule rápidamente el tiro parabólico, la óptica, los circuitos y la transferencia de calor.;Calculadoras de física: movimiento, circuitos, óptica, calor;fisica-es.png
19;fr;Calculatrices Physique;Calculez mouvement, optique, chaleur et circuits pour vos problèmes de physique.;physique;Calculatrices Physique | Mouvement, Circuits, Chaleur & Ondes;Calculatrices de physique en ligne pour le mouvement de projectile, l'optique, les circuits électriques, le transfert thermique et l'effet Doppler.;Calculatrices Physique pour Mécanique et Électricité;Calculez la trajectoire des projectiles, la distance de l'image, le grossissement, les constantes de temps des circuits et les décalages de fréquence.;Les calculatrices de physique offrent des outils pour résoudre des problèmes clés. Calculez rapidement le mouvement, l'optique, les circuits, la chaleur et les ondes.;Calculatrices de physique : mouvement, circuits, optique, chaleur;physique-fr.png
19;it;Calcolatori Fisica;Calcola moto, ottica, calore e circuiti per risolvere i problemi di fisica.;fisica;Calcolatori Fisica | Moto, Circuiti, Calore e Onde;Calcolatori di fisica online per moto parabolico, ottica, circuiti, trasferimento di calore ed effetto Doppler. Risolvi problemi di fisica rapidamente.;Calcolatori Fisica per Meccanica, Ottica ed Elettricità;Calcola il moto dei proiettili, la distanza dell'immagine, l'ingrandimento, le costanti di tempo dei circuiti, le curve di carica e il trasferimento di calore.;I calcolatori di fisica forniscono strumenti per risolvere problemi fondamentali. Calcola rapidamente moto parabolico, ottica, circuiti, calore e fenomeni ondulatori.;Calcolatori di fisica: moto, circuiti, ottica, calore, onde;fisica-it.png
19;pl;Kalkulatory Fizyczne;Oblicz ruch, optykę, ciepło i obwody, by rozwiązać trudne zadania z fizyki.;fizyka;Kalkulatory Fizyczne | Ruch, Obwody, Ciepło i Fale;Kalkulatory fizyczne online: rzut ukośny, optyka, obwody elektryczne, wymiana ciepła i efekt Dopplera. Szybkie rozwiązywanie zadań z fizyki.;Kalkulatory Fizyczne: Mechanika, Optyka i Prąd;Obliczaj parametry rzutu ukośnego, odległość obrazu, powiększenie, stałe czasowe obwodów, krzywe ładowania, przepływ ciepła i przesunięcia częstotliwości.;Kalkulatory fizyczne pomagają rozwiązywać kluczowe zadania. Szybko obliczaj rzut ukośny, optykę, obwody, wymianę ciepła i zjawiska falowe z wyjaśnieniami.;Kalkulatory fizyczne: ruch, obwody, optyka, ciepło, fale;fizyka-pl.png
19;lv;Fizikas kalkulatori;Aprēķiniet kustību, optiku, siltumu un ķēdes fizikas uzdevumu risināšanai.;fizika;Fizikas kalkulatori | Kustība, ķēdes, siltums un viļņi;Tiešsaistes fizikas kalkulatori: slīpais sviediens, optika, elektriskās ķēdes, siltuma pārnese un Doplera efekts. Risiniet uzdevumus ar soļiem.;Fizikas kalkulatori mehānikai, optikai un elektrībai;Aprēķiniet lādiņa kustību, attēla attālumu, palielinājumu, ķēžu laika konstantes, uzlādes līknes, siltuma pārnesi un novērotās frekvences izmaiņas.;Fizikas kalkulatori palīdz risināt svarīgus uzdevumus. Ātri aprēķiniet slīpo sviedienu, optiku, elektriskās ķēdes, siltuma pārnesi un viļņu parādības.;Fizikas kalkulatori: kustība, ķēdes, optika, siltums;fizika-lv.png
20;en;Geometry Calculators;Calculate area, volume, and shape parameters for solving geometry math problems.;geometry;Geometry Calculators | Plane, Solid, Trigonometry & Shapes;Online geometry calculators for areas, volumes, surface areas, distances, midpoints, slopes, and trigonometry. Solve plane and solid geometry problems quickly.;Geometry Calculators for Plane Shapes, Solids & Trigonometry;Calculate areas, volumes, surface areas, distances, midpoints, slopes, and trigonometric functions online. Free calculators for triangles, circles, polygons, cubes, cylinders, spheres, and more.;Geometry Calculators provide online tools to solve plane and solid geometry problems. Quickly calculate areas, volumes, surface areas, distances, slopes, midpoints, and trigonometric functions with step-by-step explanations.;Geometry calculators: plane shapes, solids, trigonometry, areas, volumes.;geometry-en.png
20;ru;Геометрия;Расчет площади, объема и параметров фигур для решения геометрических задач.;geometriya;Калькуляторы геометрии;Плоские и объемные фигуры, тригонометрия;Калькуляторы геометрии для плоских и объемных фигур, тригонометрии и измерений;Рассчитайте площади, объемы, поверхности, расстояния, середины отрезков, наклоны и тригонометрические функции онлайн. Бесплатные калькуляторы для треугольников, кругов, многоугольников, кубов, цилиндров, сфер и других фигур;Калькуляторы геометрии помогают быстро решать задачи по плоской и объемной геометрии. Рассчитывайте площади, объемы, поверхности, расстояния, наклоны, середины отрезков и тригонометрические функции с пошаговыми объяснениями.;Калькуляторы геометрии: плоские и объемные фигуры, тригонометрия, площади, объемы;geometriya-ru.png
20;de;Geometrie Rechner;Berechnen Sie Fläche, Volumen und Formparameter für geometrische Lösungen.;geometrie;Geometrie Rechner | Flächen, Volumen, Körper & Trigonometrie;Online-Geometrie-Rechner für Flächeninhalte, Volumen, Oberflächen, Abstände, Mittelpunkte und Steigung. Lösen Sie Aufgaben der Planimetrie und Raumgeometrie.;Geometrie Rechner für Ebene & Raumgeometrie;Berechnen Sie Flächen, Volumen, Oberflächen, Abstände, Mittelpunkte, Steigungen und trigonometrische Funktionen online. Für Dreiecke, Kreise, Zylinder und mehr.;Geometrie-Rechner bieten Tools zum Lösen von Aufgaben der ebenen und räumlichen Geometrie. Berechnen Sie schnell Flächen, Volumen, Oberflächen und Steigungen mit Lösungswegen.;Geometrie-Rechner: Ebene Figuren, Körper, Trigonometrie, Flächen;geometrie-de.png
20;es;Calculadoras de Geometría;Calcule área, volumen y formas para resolver problemas matemáticos de geometría.;geometria;Calculadoras de Geometría | Áreas, Volúmenes y Figuras Planas;Calculadoras de geometría online para áreas, volúmenes, superficies, distancias, puntos medios, pendientes y trigonometría. Resuelva problemas de geometría plana y sólida.;Calculadoras de Geometría Plana y Espacial;Calcule áreas, volúmenes, superficies, distancias, puntos medios, pendientes y funciones trigonométricas. Herramientas para triángulos, círculos, esferas y más.;Las calculadoras de geometría proporcionan herramientas para resolver problemas de geometría plana y espacial. Calcule rápidamente áreas, volúmenes y superficies paso a paso.;Calculadoras de geometría: figuras planas, sólidos, áreas, volúmenes;geometria-es.png
20;fr;Calculatrices Géométrie;Calculez aire, volume et paramètres pour résoudre des problèmes de géométrie.;geometrie;Calculatrices Géométrie | Aires, Volumes, Solides & Pentes;Calculatrices de géométrie en ligne pour les aires, les volumes, les surfaces, les distances, les milieux, les pentes et la trigonométrie. Géométrie plane et dans l'espace.;Calculatrices Géométrie pour Figures et Solides;Calculez les aires, les volumes, les surfaces, les distances, les points médians et les pentes en ligne. Outils gratuits pour triangles, cercles, cubes et sphères.;Les calculatrices de géométrie offrent des outils pour résoudre des problèmes de géométrie plane et spatiale. Calculez rapidement les aires, volumes, surfaces et pentes.;Calculatrices de géométrie : figures planes, solides, aires, volumes;geometrie-fr.png
20;it;Calcolatori Geometria;Calcola area, volume e parametri delle forme per risolvere problemi di geometria.;geometria;Calcolatori Geometria | Aree, Volumi, Solidi & Trigonometria;Calcolatori di geometria online per aree, volumi, superfici, distanze, punti medi, pendenze e trigonometria. Risolvi problemi di geometria piana e solida.;Calcolatori Geometria per Figure Piane e Solide;Calcola aree, volumi, superfici, distanze, punti medi, pendenze e funzioni trigonometriche online. Calcolatori gratuiti per triangoli, cerchi, cubi e sfere.;I calcolatori di geometria forniscono strumenti per risolvere problemi di geometria piana e solida. Calcola rapidamente aree, volumi, superfici e pendenze con spiegazioni.;Calcolatori di geometria: figure piane, solidi, aree, volumi;geometria-it.png
20;pl;Kalkulatory Geometryczne;Oblicz pole, objętość i parametry figur do rozwiązywania zadań z geometrii.;geometria;Kalkulatory Geometryczne | Pola, Objętości, Bryły i Kąty;Kalkulatory geometryczne online: pola powierzchni, objętości, odległości, środki odcinków i nachylenie. Szybkie rozwiązywanie zadań z planimetrii i stereometrii.;Kalkulatory Geometryczne: Planimetria i Stereometria;Obliczaj pola, objętości, pola całkowite, odległości, środki odcinków i funkcje trygonometryczne. Darmowe narzędzia dla trójkątów, kół, wielokątów i brył.;Kalkulatory geometryczne pomagają rozwiązywać zadania z geometrii płaskiej i przestrzennej. Szybko obliczaj pola, objętości, powierzchnie i odległości z wyjaśnieniami krok po kroku.;Kalkulatory geometryczne: figury płaskie, bryły, pola, objętości;geometria-pl.png
20;lv;Ģeometrijas kalkulatori;Aprēķiniet laukumu, tilpumu un formu parametrus ģeometrijas risinājumiem.;geometrija;Ģeometrijas kalkulatori | Laukums, tilpums un figūras;Tiešsaistes ģeometrijas kalkulatori laukumiem, tilpumiem, virsmas laukumiem, attālumiem, viduspunktiem un slīpumiem. Plakanās un telpiskās ģeometrijas uzdevumi.;Ģeometrijas kalkulatori figūrām un ķermeņiem;Aprēķiniet laukumus, tilpumus, virsmas, attālumus, viduspunktus un slīpumus tiešsaistē. Bezmaksas rīki trijstūriem, riņķiem, kubiem, cilindriem un lodēm.;Ģeometrijas kalkulatori piedāvā rīkus plakanās un telpiskās ģeometrijas uzdevumu risināšanai. Ātri aprēķiniet laukumus, tilpumus un virsmas ar paskaidrojumiem.;Ģeometrijas kalkulatori: plakanas figūras, ķermeņi, laukumi, tilpumi;geometrija-lv.png
21;en;Chemistry Calculators;Calculate molecular weight and formulas using the periodic table for chemistry.;chemistry;Chemistry Calculators | Molecular Weight, Formulas & Periodic Table;Chemistry Calculators | Molecular Weight, Formulas & Periodic Table;Chemistry Calculators for Molecular Weight and Formulas;Calculate molecular weight, molecular formulas, atomic numbers, and element information using online chemistry calculators. Perfect for students, teachers, and chemists.;Chemistry Calculators provide online tools to calculate molecular weights, analyze chemical formulas, and access element properties. Use the integrated periodic table for precise chemical calculations and step-by-step results.;Chemistry calculators: molecular weight, formulas, atomic numbers, periodic table.;chemistry-en.png
21;ru;Химия;Расчет молекулярной массы и формул с таблицей Менделеева для задач по химии.;himiya;Калькуляторы химии;Молекулярная масса, формулы и периодическая таблица;Калькуляторы химии для расчета молекулярной массы и химических формул;Рассчитайте молекулярную массу, химические формулы, атомные номера и свойства элементов с помощью онлайн-калькуляторов химии. Идеально для студентов, преподавателей и химиков;Калькуляторы химии предоставляют онлайн-инструменты для расчета молекулярных масс, анализа химических формул и получения информации об элементах. Используйте интегрированную периодическую таблицу для точных расчетов и пошаговых результатов.;Калькуляторы химии: молекулярная масса, формулы, атомные номера, периодическая таблица;himiya-ru.png
21;de;Chemie Rechner;Berechnen Sie Molmasse und Formeln mit dem Periodensystem für Chemieaufgaben.;chemie-rechner;Chemie Rechner | Molare Masse, Formeln & Periodensystem;Online-Chemierechner für Molmasse, chemische Formeln, Ordnungszahlen und Elementeigenschaften. Ideal für Schüler, Studenten und Chemiker.;Chemie Rechner für Molmasse und Formeln;Berechnen Sie Molmasse, chemische Formeln, Ordnungszahlen und Elementinformationen mit Online-Chemierechnern. Perfekt für Studium und Labor.;Chemie-Rechner bieten Online-Tools zur Berechnung von Molmassen, zur Analyse chemischer Formeln und zum Zugriff auf Elementeigenschaften im Periodensystem.;Chemie-Rechner: Molmasse, Formeln, Periodensystem;chemie-rechner-de.png
21;es;Calculadoras de Química;Calcule masa molecular y fórmulas con la tabla periódica para tareas de química.;quimica;Calculadoras de Química | Masa Molecular y Tabla Periódica;Calculadoras de química para masa molecular, fórmulas, números atómicos y elementos. Herramientas precisas para estudiantes y químicos.;Calculadoras de Química para Masa Molecular y Fórmulas;Calcule la masa molecular, fórmulas químicas, números atómicos e información de elementos utilizando calculadoras de química online.;Las calculadoras de química proporcionan herramientas para calcular pesos moleculares, analizar fórmulas químicas y acceder a las propiedades de los elementos.;Calculadoras de química: masa molecular, fórmulas, tabla periódica;quimica-es.png
21;fr;Calculatrices Chimie;Calculez masse moléculaire et formules avec le tableau périodique pour la chimie.;chimie;Calculatrices Chimie | Masse Molaire & Tableau Périodique;Outils de chimie en ligne pour la masse molaire, les formules chimiques, les numéros atomiques et le tableau périodique. Pour étudiants et chimistes.;Calculatrices Chimie pour Masse Molaire et Formules;Calculez la masse moléculaire, les formules chimiques, les numéros atomiques et les informations sur les éléments. Idéal pour les étudiants et les enseignants.;Les calculatrices de chimie offrent des outils pour calculer les masses molaires, analyser les formules chimiques et accéder aux propriétés des éléments.;Calculatrices de chimie : masse molaire, formules, tableau périodique;chimie-fr.png
21;it;Calcolatori Chimica;Calcola massa molecolare e formule con la tavola periodica per la chimica.;chimica;Calcolatori Chimica | Massa Molecolare & Tavola Periodica;Calcolatori di chimica per massa molecolare, formule, numeri atomici e proprietà degli elementi. Strumenti precisi per studenti e chimici.;Calcolatori Chimica per Massa Molecolare e Formule;Calcola il peso molecolare, le formule chimiche, i numeri atomici e le informazioni sugli elementi utilizzando i calcolatori di chimica online.;I calcolatori di chimica forniscono strumenti online per calcolare pesi molecolari, analizzare formule chimiche e accedere alle proprietà degli elementi.;Calcolatori di chimica: massa molecolare, formule, tavola periodica;chimica-it.png
21;pl;Kalkulatory Chemiczne;Obliczaj masę cząsteczkową i wzory z układem okresowym do zadań z chemii.;chemia;Kalkulatory Chemiczne | Masa Molowa i Układ Okresowy;Kalkulatory chemiczne online: masa molowa, wzory chemiczne, liczby atomowe i właściwości pierwiastków. Idealne dla uczniów i chemików.;Kalkulatory Chemiczne: Masa Molowa i Wzory;Obliczaj masę molową, wzory chemiczne, liczby atomowe i sprawdzaj informacje o pierwiastkach za pomocą kalkulatorów chemicznych online.;Kalkulatory chemiczne umożliwiają obliczanie mas molowych, analizę wzorów chemicznych i dostęp do właściwości pierwiastków z układu okresowego.;Kalkulatory chemiczne: masa molowa, wzory, układ okresowy;chemia-pl.png
21;lv;Ķīmijas kalkulatori;Aprēķiniet molekulas masu un formulas ar periodisko tabulu ķīmijas darbiem.;kimija;Ķīmijas kalkulatori | Molmasa, formulas un periodiskā tabula;Ķīmijas kalkulatori molmasas, ķīmisko formulu, atomskaitļu un elementu īpašību aprēķināšanai. Precīzi rīki skolēniem un ķīmiķiem.;Ķīmijas kalkulatori molmasai un formulām;Aprēķiniet molmasu, ķīmiskās formulas, atomskaitļus un elementu informāciju, izmantojot tiešsaistes ķīmijas kalkulatorus.;Ķīmijas kalkulatori nodrošina rīkus molmasas aprēķināšanai, ķīmisko formulu analīzei un piekļuvei elementu īpašībām, izmantojot integrēto periodisko tabulu.;Ķīmijas kalkulatori: molmasa, formulas, periodiskā tabula;kimija-lv.png
22;en;Powers, Roots & Radicals;;powers-roots;Powers, Roots & Radical Calculators | Exponents, Squares & Roots;Calculate powers, exponents, roots, radicals, absolute values, fractional exponents, squares, cubes, and higher-order roots. Clear algebra tools for learning and problem solving.;Powers, Roots & Radical Calculators;Solve algebra problems involving exponents, powers, roots, radicals, and absolute values with easy-to-use calculators.;Powers, roots, and radical calculators to work with exponents, squares, cubes, roots, and absolute values.;;
22;ru;Степени, корни и радикалы;;stepeni-korni-radikaly;Калькуляторы степеней и корней | Квадраты, Кубы & Экспоненты;Рассчитывайте степени, экспоненты, корни, радикалы, абсолютные значения, дробные степени, квадраты и кубы. Понятные инструменты алгебры для учебы и решения задач.;Калькуляторы степеней, корней и радикалов;Решайте алгебраические задачи со степенями, корнями, радикалами и модулем числа с помощью удобных онлайн-калькуляторов.;Калькуляторы степеней и корней для работы с экспонентами, квадратами, кубами и абсолютными величинами.;;
22;de;Potenzen, Wurzeln & Radikale;;potenzen-wurzeln;Potenz- & Wurzelrechner | Exponenten, Quadrate & Kubikzahlen;Berechnen Sie Potenzen, Exponenten, Wurzeln, Radikale, Absolutwerte, gebrochene Exponenten und Quadratzahlen. Klare Algebra-Tools zum Lernen und Lösen.;Rechner für Potenzen, Wurzeln & Radikale;Lösen Sie Algebra-Aufgaben mit Exponenten, Potenzen, Wurzeln, Radikalen und Absolutwerten mit benutzerfreundlichen Rechnern.;Potenz- und Wurzelrechner zum Arbeiten mit Exponenten, Quadraten, Kubikzahlen und Absolutwerten.;;
22;es;Potencias, Raíces y Radicales;;potencias-raices;Calculadoras de Potencias | Exponentes, Cuadrados y Raíces;Calcule potencias, exponentes, raíces, radicales, valores absolutos, exponentes fraccionarios, cuadrados y cubos. Herramientas claras de álgebra para el aprendizaje.;Calculadoras de Potencias, Raíces y Radicales;Resuelva problemas de álgebra que impliquen exponentes, potencias, raíces, radicales y valores absolutos fácilmente.;Calculadoras de potencias y raíces para trabajar con exponentes, cuadrados, cubos y valores absolutos.;;
22;fr;Puissances, Racines et Radicaux;;puissances-racines;Calculatrices de Puissances | Exposants, Carrés & Racines;Calculez les puissances, les exposants, les racines, les radicaux, les valeurs absolues et les cubes. Outils d'algèbre clairs pour l'apprentissage et la résolution de problèmes.;Calculatrices de Puissances et Racines;Résolvez des problèmes d'algèbre impliquant des exposants, des puissances, des racines, des radicaux et des valeurs absolues.;Calculatrices de puissances et racines pour travailler avec les exposants, les carrés, les cubes et l'absolu.;;
22;it;Potenze, Radici e Radicali;;potenze-radici;Calcolatori di Potenze | Esponenti, Quadrati & Radici;Calcola potenze, esponenti, radici, radicali, valori assoluti, esponenti frazionari, quadrati e cubi. Strumenti di algebra chiari per l'apprendimento.;Calcolatori di Potenze, Radici e Radicali;Risolvi problemi di algebra che coinvolgono esponenti, potenze, radici, radicali e valori assoluti con calcolatori facili da usare.;Calcolatori di potenze e radici per lavorare con esponenti, quadrati, cubi e valori assoluti.;;
22;pl;Potęgi, Pierwiastki i Radykały;;potegi-pierwiastki;Kalkulatory Potęg | Wykładniki, Kwadraty i Pierwiastki;Obliczaj potęgi, wykładniki, pierwiastki, radykały, wartości bezwzględne, ułamkowe wykładniki, kwadraty i sześciany. Przejrzyste narzędzia do nauki algebry.;Kalkulatory Potęg, Pierwiastków i Radykałów;Rozwiązuj zadania z algebry obejmujące wykładniki, potęgi, pierwiastki i wartości bezwzględne za pomocą prostych kalkulatorów.;Kalkulatory potęg i pierwiastków do pracy z wykładnikami, kwadratami, sześcianami i wartością bezwzględną.;;
22;lv;Pakāpes, saknes un radikāļi;;pakapes-saknes;Pakāpju un sakņu kalkulatori | Eksponenti, Kvadrāti un Saknes;Aprēķiniet pakāpes, eksponentus, saknes, radikāļus, absolūtās vērtības, daļveida pakāpes, kvadrātus un kubus. Skaidri algebras rīki mācībām un uzdevumu risināšanai.;Pakāpju, sakņu un radikāļu kalkulatori;Risiniet algebras uzdevumus ar eksponentiem, pakāpēm, saknēm un absolūtajām vērtībām, izmantojot ērtus kalkulatorus.;Pakāpju un sakņu kalkulatori darbam ar eksponentiem, kvadrātiem, kubiem un absolūtajām vērtībām.;;
23;en;Equations & Expressions;;equations-expressions;Equation & Expression Calculators | Quadratic, Cubic, FOIL & Logs;Solve algebraic equations and expressions including quadratic and cubic equations, logarithms, FOIL, completing the square, dot products, and factorization formulas.;Equation & Expression Solvers;Solve algebraic equations and simplify expressions using calculators for quadratics, cubics, logs, FOIL, and special formulas.;Equation and expression calculators to solve, simplify, and analyze algebraic formulas and relationships.;;
23;ru;Уравнения и выражения;;uravneniya-vyrazheniya;Калькуляторы уравнений | Квадратные, Кубические & Логарифмы;Решайте алгебраические уравнения и выражения: квадратные и кубические, логарифмы, раскрытие скобок, метод полного квадрата и факторизация.;Решатели уравнений и выражений;Решайте алгебраические уравнения и упрощайте выражения с помощью калькуляторов для квадратных уравнений, логарифмов и формул.;Калькуляторы уравнений и выражений для решения, упрощения и анализа алгебраических формул.;;
23;de;Gleichungen & Ausdrücke;;gleichungen-ausdruecke;Gleichungsrechner | Quadratisch, Kubisch, Binome & Logarithmen;Lösen Sie algebraische Gleichungen und Ausdrücke: quadratische und kubische Gleichungen, Logarithmen, Binomische Formeln, quadratische Ergänzung und Faktorisierung.;Löser für Gleichungen & Ausdrücke;Lösen Sie Gleichungen und vereinfachen Sie Ausdrücke mit Rechnern für Quadratisches, Kubisches, Logarithmen und spezielle Formeln.;Gleichungs- und Ausdrucksrechner zum Lösen, Vereinfachen und Analysieren algebraischer Formeln.;;
23;es;Ecuaciones y Expresiones;;ecuaciones-expresiones;Calculadoras de Ecuaciones | Cuadráticas, Cúbicas y Logaritmos;Resuelva ecuaciones y expresiones algebraicas: ecuaciones cuadráticas y cúbicas, logaritmos, productos notables, completar cuadrados y factorización.;Solucionadores de Ecuaciones y Expresiones;Resuelva ecuaciones algebraicas y simplifique expresiones usando calculadoras para cuadráticas, cúbicas, logaritmos y fórmulas especiales.;Calculadoras de ecuaciones y expresiones para resolver, simplificar y analizar fórmulas algebraicas.;;
23;fr;Équations et Expressions;;equations-expressions;Calculatrices d'Équations | Quadratiques, Cubiques & Logarithmes;Résolvez des équations et expressions algébriques : équations du second et troisième degré, logarithmes, développement, complétion du carré et factorisation.;Solveurs d'Équations et Expressions;Résolvez des équations algébriques et simplifiez des expressions avec des calculatrices pour quadratiques, cubiques et logarithmes.;Calculatrices d'équations et d'expressions pour résoudre, simplifier et analyser des formules algébriques.;;
23;it;Equazioni ed Espressioni;;equazioni-espressioni;Calcolatori di Equazioni | Quadratiche, Cubiche & Logaritmi;Risolvi equazioni ed espressioni algebriche: equazioni quadratiche e cubiche, logaritmi, prodotti notevoli, completamento del quadrato e fattorizzazione.;Risolutori di Equazioni ed Espressioni;Risolvi equazioni algebriche e semplifica espressioni utilizzando calcolatori per quadratiche, cubiche, logaritmi e formule speciali.;Calcolatori di equazioni ed espressioni per risolvere, semplificare e analizzare formule algebriche.;;
